study,source_line,source_run_id,provider,model,prompt_id,prompt_text,length_cap,iteration,output_tokens,max_tokens,output_token_fraction,raw_stop_reason,raw_status,direct_cap_flag,at_or_above_cap,near_cap_95
BA2,1867,92b3e929-656c-44f4-b262-1ea056842e00,openai,gpt-5.4-nano,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,55,106.0,400.0,0.265,,completed,False,False,False
BA2,1868,0d70f0ac-f424-4351-a01b-ccfc4a4cf6ef,openai,gpt-5.4-nano,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,81,44.0,400.0,0.11,,completed,False,False,False
BA2,1869,2189d953-1ccb-4323-9921-aee9ad360e05,anthropic,claude-sonnet-4-6,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,30,85.0,400.0,0.2125,end_turn,,False,False,False
BA2,1870,ead909a8-9163-4f80-bece-626799bcc33c,anthropic,claude-opus-4-7,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,44,214.0,400.0,0.535,end_turn,,False,False,False
BA2,1871,db95f76e-3870-45ea-84b5-4a55253d5c5d,anthropic,claude-sonnet-4-6,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,84,68.0,400.0,0.17,end_turn,,False,False,False
BA2,1872,c11f6ef2-591c-425f-aa8f-75ad77d609ec,anthropic,claude-haiku-4-5-20251001,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,66,70.0,400.0,0.175,end_turn,,False,False,False
BA2,1873,59b1721b-cf8b-4fff-96db-cc2b30a669f4,anthropic,claude-sonnet-4-6,poem_write_20,write a poem in fewer than 20 lines.,20.0,7,86.0,400.0,0.215,end_turn,,False,False,False
BA2,1874,b2c81f33-eeaa-4c73-a85b-de1cbd07f623,openai,gpt-5.4,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,16,109.0,400.0,0.2725,,completed,False,False,False
BA2,1875,d1d3c8af-8c31-45fc-bde6-fea21a7571a0,openai,gpt-5.4,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,44,57.0,400.0,0.1425,,completed,False,False,False
BA2,1876,827a05f3-ab78-4896-88e8-c5b217169b93,anthropic,claude-opus-4-7,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,76,45.0,400.0,0.1125,end_turn,,False,False,False
BA2,1877,f29b476f-c600-4286-8ff6-bc726c0f6add,openai,gpt-5.4,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,73,57.0,400.0,0.1425,,completed,False,False,False
BA2,1878,78283c31-fed3-4ec2-b69d-df9ec5f4e976,anthropic,claude-sonnet-4-6,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,64,113.0,400.0,0.2825,end_turn,,False,False,False
BA2,1879,9ffd6623-ec73-4e5e-be8b-8ff74e189024,anthropic,claude-opus-4-7,poem_write_20,write a poem in fewer than 20 lines.,20.0,99,197.0,400.0,0.4925,end_turn,,False,False,False
BA2,1880,fca9de21-9cb2-4e1c-9f52-fb1ffdc914fb,openai,gpt-5.4-mini,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,24,37.0,400.0,0.0925,,completed,False,False,False
BA2,1881,a85d368b-c04d-4882-9dd4-9597a6617ca1,anthropic,claude-haiku-4-5-20251001,poem_write_20,write a poem in fewer than 20 lines.,20.0,29,100.0,400.0,0.25,end_turn,,False,False,False
BA2,1882,04dd01c5-2792-4330-b075-cab4e8ab2761,openai,gpt-5.4,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,14,60.0,400.0,0.15,,completed,False,False,False
BA2,1883,e225374e-7ad2-4abb-9f5b-c6c5aea7f71d,anthropic,claude-opus-4-7,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,74,181.0,400.0,0.4525,end_turn,,False,False,False
BA2,1884,d20f5e06-6a99-471f-8d02-2bbb7806fd45,anthropic,claude-opus-4-7,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,1,145.0,400.0,0.3625,end_turn,,False,False,False
BA2,1885,12223068-36fd-4e8d-8caa-e4d5298596e0,anthropic,claude-sonnet-4-6,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,28,140.0,400.0,0.35,end_turn,,False,False,False
BA2,1886,a785ad1e-15ff-446f-b21a-d8b0726e52b7,anthropic,claude-opus-4-7,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,28,114.0,400.0,0.285,end_turn,,False,False,False
BA2,1887,3b5cfd1b-0197-425c-b189-d19597c2c856,openai,gpt-5.4,poem_write_10,write a poem in fewer than 10 lines.,10.0,8,51.0,400.0,0.1275,,completed,False,False,False
BA2,1888,895de8d1-4006-42a2-8886-6151937ec9d3,openai,gpt-5.4-mini,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,86,79.0,400.0,0.1975,,completed,False,False,False
BA2,1889,ce5b8b16-b9f5-401b-b1f3-9bcf18314879,anthropic,claude-haiku-4-5-20251001,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,86,60.0,400.0,0.15,end_turn,,False,False,False
BA2,1890,f9f0eace-4fa7-45ec-a9d6-83383c119943,anthropic,claude-opus-4-7,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,67,47.0,400.0,0.1175,end_turn,,False,False,False
BA2,1891,07cb0456-8cba-4561-ad6e-55eee14cd743,anthropic,claude-haiku-4-5-20251001,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,19,118.0,400.0,0.295,end_turn,,False,False,False
BA2,1892,f971a69f-bca0-42b7-9d22-1a9cd38dfa9c,openai,gpt-5.4-nano,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,70,58.0,400.0,0.145,,completed,False,False,False
BA2,1893,b2f6ba4d-cb66-4720-b1b0-8665871a08d4,anthropic,claude-opus-4-7,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,86,99.0,400.0,0.2475,end_turn,,False,False,False
BA2,1894,8951577c-4986-4944-ac87-c1bfe3c233d3,openai,gpt-5.4,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,15,32.0,400.0,0.08,,completed,False,False,False
BA2,1895,4707cc29-90dc-44e2-be1c-1b642b228ea8,anthropic,claude-haiku-4-5-20251001,poem_write_5,write a poem in fewer than 5 lines.,5.0,19,26.0,400.0,0.065,end_turn,,False,False,False
BA2,1896,cd4419d3-5891-46c6-903a-4158d674bcb9,openai,gpt-5.4-mini,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,5,37.0,400.0,0.0925,,completed,False,False,False
BA2,1897,a7d9fe6c-18cd-444f-be00-d9bec7b9110a,openai,gpt-5.4-mini,poem_write_5,write a poem in fewer than 5 lines.,5.0,19,33.0,400.0,0.0825,,completed,False,False,False
BA2,1898,9252602b-7067-4f24-b6d9-87c89b051fcf,openai,gpt-5.4-nano,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,35,49.0,400.0,0.1225,,completed,False,False,False
BA2,1899,41148ca6-16dc-4bda-ad8e-334432c2c7b1,openai,gpt-5.4,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,75,77.0,400.0,0.1925,,completed,False,False,False
BA2,1900,9a1be8fa-4fe1-455c-98e9-e1091e20f95c,anthropic,claude-opus-4-7,poem_write_5,write a poem in fewer than 5 lines.,5.0,73,37.0,400.0,0.0925,end_turn,,False,False,False
BA2,1901,97766b76-ecf6-46da-84d1-d6b2ae520ddc,anthropic,claude-haiku-4-5-20251001,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,83,85.0,400.0,0.2125,end_turn,,False,False,False
BA2,1902,1e6ce986-28d9-4a96-b7e9-92285890bda6,openai,gpt-5.4-nano,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,86,47.0,400.0,0.1175,,completed,False,False,False
BA2,1903,20636b23-22aa-4170-91a6-1b0282e195b4,openai,gpt-5.4-mini,poem_write_20,write a poem in fewer than 20 lines.,20.0,68,95.0,400.0,0.2375,,completed,False,False,False
BA2,1904,5a3ba264-7226-41d4-87da-c44c79fce552,openai,gpt-5.4-nano,poem_write_5,write a poem in fewer than 5 lines.,5.0,61,41.0,400.0,0.1025,,completed,False,False,False
BA2,1905,1f3c7359-9e20-45b9-b542-9a1341f5c2e9,openai,gpt-5.4-nano,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,58,69.0,400.0,0.1725,,completed,False,False,False
BA2,1906,f97f3510-3e6a-4343-866f-23f390977da0,anthropic,claude-sonnet-4-6,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,3,76.0,400.0,0.19,end_turn,,False,False,False
BA2,1907,269df81a-c2cc-4849-82c7-85266945b3dc,openai,gpt-5.4-mini,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,99,55.0,400.0,0.1375,,completed,False,False,False
BA2,1908,9428a6f7-5190-4a59-9506-a130598205f7,openai,gpt-5.4,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,63,101.0,400.0,0.2525,,completed,False,False,False
BA2,1909,26b84641-4f85-4883-948b-76b393c2f44c,anthropic,claude-haiku-4-5-20251001,poem_write_20,write a poem in fewer than 20 lines.,20.0,55,113.0,400.0,0.2825,end_turn,,False,False,False
BA2,1910,30089804-1c84-47e1-b3fe-1dfa7257f408,anthropic,claude-opus-4-7,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,33,99.0,400.0,0.2475,end_turn,,False,False,False
BA2,1911,5adf0567-cb5d-4a39-9b22-6bd66a111e05,anthropic,claude-sonnet-4-6,poem_write_20,write a poem in fewer than 20 lines.,20.0,99,92.0,400.0,0.23,end_turn,,False,False,False
BA2,1912,9a2f5e63-9ab4-4185-b636-2e0dfa548b9f,anthropic,claude-haiku-4-5-20251001,poem_write_20,write a poem in fewer than 20 lines.,20.0,98,126.0,400.0,0.315,end_turn,,False,False,False
BA2,1913,2e636f2b-4b5a-493a-8901-6836c8dfbb76,anthropic,claude-haiku-4-5-20251001,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,5,73.0,400.0,0.1825,end_turn,,False,False,False
BA2,1914,021f861f-ada7-4313-bbcc-5590000f6b32,anthropic,claude-sonnet-4-6,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,72,44.0,400.0,0.11,end_turn,,False,False,False
BA2,1915,394d265d-8c67-420c-9144-7c33441e2aed,anthropic,claude-sonnet-4-6,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,95,106.0,400.0,0.265,end_turn,,False,False,False
BA2,1916,1c27e74e-1799-4210-b09b-39178ccf2a62,anthropic,claude-haiku-4-5-20251001,poem_write_10,write a poem in fewer than 10 lines.,10.0,32,81.0,400.0,0.2025,end_turn,,False,False,False
BA2,1917,7b529d9d-021b-4c0c-87ab-19b6fe1ad260,openai,gpt-5.4-nano,poem_write_20,write a poem in fewer than 20 lines.,20.0,95,116.0,400.0,0.29,,completed,False,False,False
BA2,1918,a8a99fe5-ffb2-4d7a-b467-d3c5da558829,anthropic,claude-sonnet-4-6,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,21,133.0,400.0,0.3325,end_turn,,False,False,False
BA2,1919,6d93e054-b8d5-4cc4-9697-f41b730fc864,openai,gpt-5.4-mini,poem_write_5,write a poem in fewer than 5 lines.,5.0,66,37.0,400.0,0.0925,,completed,False,False,False
BA2,1920,50ef1a80-8375-42c1-a833-a88fd35f6d24,openai,gpt-5.4,poem_write_10,write a poem in fewer than 10 lines.,10.0,74,61.0,400.0,0.1525,,completed,False,False,False
BA2,1921,258e32fa-f3eb-4dac-ae08-9575643c9f2a,anthropic,claude-haiku-4-5-20251001,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,68,61.0,400.0,0.1525,end_turn,,False,False,False
BA2,1922,c992a4f5-f14e-4f7f-9376-9a02fa1acef5,openai,gpt-5.4-mini,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,81,73.0,400.0,0.1825,,completed,False,False,False
BA2,1923,9e430bda-dabd-4a80-b9f8-943cdc4704f0,anthropic,claude-opus-4-7,poem_write_20,write a poem in fewer than 20 lines.,20.0,75,106.0,400.0,0.265,end_turn,,False,False,False
BA2,1924,ad0d7dca-aca7-4cb8-9c24-ec4bfbf0184b,anthropic,claude-sonnet-4-6,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,98,55.0,400.0,0.1375,end_turn,,False,False,False
BA2,1925,870bfe6f-c3dc-4088-9d76-edeb38f49b7b,openai,gpt-5.4-nano,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,35,130.0,400.0,0.325,,completed,False,False,False
BA2,1926,7a2ccc17-28a3-431e-821a-6872dbae8e5c,openai,gpt-5.4-mini,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,83,38.0,400.0,0.095,,completed,False,False,False
BA2,1927,3f0f4d8f-c6e3-4c39-b511-7b95b8ca145a,anthropic,claude-opus-4-7,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,10,47.0,400.0,0.1175,end_turn,,False,False,False
BA2,1928,8c4b791e-fcb8-427c-9be6-8868bdb49aee,anthropic,claude-sonnet-4-6,poem_write_20,write a poem in fewer than 20 lines.,20.0,67,101.0,400.0,0.2525,end_turn,,False,False,False
BA2,1929,0fb1c68b-c7fe-4ecf-8c1f-817bab8eb059,openai,gpt-5.4-mini,poem_write_10,write a poem in fewer than 10 lines.,10.0,25,60.0,400.0,0.15,,completed,False,False,False
BA2,1930,66eafe9f-93a0-4c07-9ed8-0436a6c771a1,anthropic,claude-opus-4-7,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,42,226.0,400.0,0.565,end_turn,,False,False,False
BA2,1931,68aadc1f-5701-4fbc-8b60-afd3e94d6fd6,anthropic,claude-haiku-4-5-20251001,poem_write_5,write a poem in fewer than 5 lines.,5.0,87,27.0,400.0,0.0675,end_turn,,False,False,False
BA2,1932,52c7ea26-5d0b-458d-aa1b-b660045b5346,openai,gpt-5.4,poem_write_10,write a poem in fewer than 10 lines.,10.0,41,58.0,400.0,0.145,,completed,False,False,False
BA2,1933,14c249fa-27bb-4aec-96d4-35854b7498bf,anthropic,claude-sonnet-4-6,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,54,53.0,400.0,0.1325,end_turn,,False,False,False
BA2,1934,6c095615-3b14-4175-bc4e-134afff91ec7,openai,gpt-5.4-mini,poem_write_10,write a poem in fewer than 10 lines.,10.0,0,61.0,400.0,0.1525,,completed,False,False,False
BA2,1935,3e0cb3ac-7cfd-4694-bd45-a43e4baf5f72,openai,gpt-5.4-nano,poem_write_20,write a poem in fewer than 20 lines.,20.0,82,114.0,400.0,0.285,,completed,False,False,False
BA2,1936,f651bc1c-4dfb-4932-85f3-b489eab21b05,openai,gpt-5.4,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,42,30.0,400.0,0.075,,completed,False,False,False
BA2,1937,d346992a-b6ff-4b96-a2a5-e16895217d56,anthropic,claude-haiku-4-5-20251001,poem_write_10,write a poem in fewer than 10 lines.,10.0,33,55.0,400.0,0.1375,end_turn,,False,False,False
BA2,1938,02b907eb-f7d0-4e73-b79c-2fda82a28403,anthropic,claude-haiku-4-5-20251001,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,6,45.0,400.0,0.1125,end_turn,,False,False,False
BA2,1939,787cec66-8dd1-4451-bd83-14c1658cfca7,anthropic,claude-sonnet-4-6,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,7,51.0,400.0,0.1275,end_turn,,False,False,False
BA2,1940,95a350e4-0287-4936-85bc-c7a946a6a184,openai,gpt-5.4,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,74,101.0,400.0,0.2525,,completed,False,False,False
BA2,1941,0495a967-7904-41f8-a569-9449ba8d19c8,anthropic,claude-sonnet-4-6,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,29,56.0,400.0,0.14,end_turn,,False,False,False
BA2,1942,96d50164-1572-4691-a75c-71e24ec3583d,openai,gpt-5.4-nano,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,83,40.0,400.0,0.1,,completed,False,False,False
BA2,1943,3c62a9b6-4e9e-4a93-b7cb-bcef2fe0b17c,anthropic,claude-haiku-4-5-20251001,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,46,43.0,400.0,0.1075,end_turn,,False,False,False
BA2,1944,b66f752a-bcd4-444e-bf96-0fbd7f5e679e,openai,gpt-5.4-mini,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,43,64.0,400.0,0.16,,completed,False,False,False
BA2,1945,319daf18-069a-4192-b329-c94e69ad4466,anthropic,claude-sonnet-4-6,poem_write_5,write a poem in fewer than 5 lines.,5.0,52,42.0,400.0,0.105,end_turn,,False,False,False
BA2,1946,b0b5691e-ad5c-41f7-b447-f7dec084e317,openai,gpt-5.4,poem_write_10,write a poem in fewer than 10 lines.,10.0,25,67.0,400.0,0.1675,,completed,False,False,False
BA2,1947,1b264f02-18c5-492a-b9f4-a800e4b07773,openai,gpt-5.4,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,4,45.0,400.0,0.1125,,completed,False,False,False
BA2,1948,213cae7d-8d7d-463d-bfa3-0531984be52b,anthropic,claude-sonnet-4-6,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,11,57.0,400.0,0.1425,end_turn,,False,False,False
BA2,1949,82fdd169-ec58-4c01-a25e-adc82503142c,openai,gpt-5.4-nano,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,85,43.0,400.0,0.1075,,completed,False,False,False
BA2,1950,2d263e9e-c915-47e8-9f06-0129a0bf3cbe,openai,gpt-5.4-mini,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,62,73.0,400.0,0.1825,,completed,False,False,False
BA2,1951,e5b377fd-dab9-4cea-ae0e-8d1a87c57ef6,openai,gpt-5.4-mini,poem_write_20,write a poem in fewer than 20 lines.,20.0,38,75.0,400.0,0.1875,,completed,False,False,False
BA2,1952,b17bb24d-e88f-4a9b-92db-f6f7729c687f,anthropic,claude-sonnet-4-6,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,53,77.0,400.0,0.1925,end_turn,,False,False,False
BA2,1953,4fe37dd0-fa07-43d6-83cd-afd81a836324,anthropic,claude-sonnet-4-6,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,47,37.0,400.0,0.0925,end_turn,,False,False,False
BA2,1954,81522955-1abd-4167-bfa1-1a9557b65911,openai,gpt-5.4-nano,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,17,144.0,400.0,0.36,,completed,False,False,False
BA2,1955,29683ba8-def7-4a1e-a80a-4196193c7d3e,anthropic,claude-haiku-4-5-20251001,poem_write_10,write a poem in fewer than 10 lines.,10.0,78,75.0,400.0,0.1875,end_turn,,False,False,False
BA2,1956,7c9fc5f9-21dd-487f-b45c-fd27fbd8497c,openai,gpt-5.4-nano,poem_write_5,write a poem in fewer than 5 lines.,5.0,82,34.0,400.0,0.085,,completed,False,False,False
BA2,1957,a6f6add2-12d6-44c0-bf28-9aa8fa22642c,anthropic,claude-sonnet-4-6,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,52,89.0,400.0,0.2225,end_turn,,False,False,False
BA2,1958,3c033e8e-e74c-4d97-a851-2f3352155396,anthropic,claude-opus-4-7,poem_write_5,write a poem in fewer than 5 lines.,5.0,86,40.0,400.0,0.1,end_turn,,False,False,False
BA2,1959,1d3e9a81-d917-4e8b-8f4f-ac85a2dacda4,anthropic,claude-haiku-4-5-20251001,poem_write_20,write a poem in fewer than 20 lines.,20.0,5,125.0,400.0,0.3125,end_turn,,False,False,False
BA2,1960,53ff1deb-2c1a-45d2-b4d9-33cbc5f59c7d,anthropic,claude-sonnet-4-6,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,40,44.0,400.0,0.11,end_turn,,False,False,False
BA2,1961,0e3728c3-06d0-4347-a342-4b6ca063019d,openai,gpt-5.4-nano,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,16,79.0,400.0,0.1975,,completed,False,False,False
BA2,1962,19e3b438-6441-4628-8709-f5ce740c9a00,anthropic,claude-haiku-4-5-20251001,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,20,52.0,400.0,0.13,end_turn,,False,False,False
BA2,1963,c235e4d6-88b9-41b7-b0b6-eee58fb099ac,anthropic,claude-sonnet-4-6,poem_write_20,write a poem in fewer than 20 lines.,20.0,24,91.0,400.0,0.2275,end_turn,,False,False,False
BA2,1964,c047ed0a-d502-4dd4-9eea-f3c555d7e953,anthropic,claude-sonnet-4-6,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,59,129.0,400.0,0.3225,end_turn,,False,False,False
BA2,1965,345c090c-c4b8-4aa3-be32-fe3f7be9d729,openai,gpt-5.4-mini,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,5,57.0,400.0,0.1425,,completed,False,False,False
BA2,1966,74a4c00b-8be7-4532-8c2f-d2f0c04c4d22,anthropic,claude-haiku-4-5-20251001,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,61,51.0,400.0,0.1275,end_turn,,False,False,False
BA2,1967,8cd703d7-f183-4cc4-a75c-254287674be2,anthropic,claude-opus-4-7,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,40,117.0,400.0,0.2925,end_turn,,False,False,False
BA2,1968,af240e7f-da60-43cd-87b3-920d2502bd69,openai,gpt-5.4,poem_write_20,write a poem in fewer than 20 lines.,20.0,47,111.0,400.0,0.2775,,completed,False,False,False
BA2,1969,a565d741-b634-4f17-aa4c-e2d512f9effc,anthropic,claude-sonnet-4-6,poem_write_20,write a poem in fewer than 20 lines.,20.0,17,127.0,400.0,0.3175,end_turn,,False,False,False
BA2,1970,365ab0f7-aa11-49a5-89fb-8940780c33c7,anthropic,claude-sonnet-4-6,poem_write_5,write a poem in fewer than 5 lines.,5.0,39,37.0,400.0,0.0925,end_turn,,False,False,False
BA2,1971,dbca0fc3-eaca-4f68-81fe-7eef84d9a801,openai,gpt-5.4,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,40,43.0,400.0,0.1075,,completed,False,False,False
BA2,1972,7768d9d7-176b-448c-932b-58bdaf134f27,openai,gpt-5.4-mini,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,42,102.0,400.0,0.255,,completed,False,False,False
BA2,1973,29b8c4a8-f318-448a-8db1-e60385d3da40,openai,gpt-5.4-nano,poem_write_10,write a poem in fewer than 10 lines.,10.0,84,72.0,400.0,0.18,,completed,False,False,False
BA2,1974,e935242f-2ca6-452b-90df-2b0120a64cd2,openai,gpt-5.4-nano,poem_write_10,write a poem in fewer than 10 lines.,10.0,27,58.0,400.0,0.145,,completed,False,False,False
BA2,1975,0843a358-7a4a-46e7-ae10-bf2fa9a63541,anthropic,claude-haiku-4-5-20251001,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,87,35.0,400.0,0.0875,end_turn,,False,False,False
BA2,1976,257265a8-90eb-4a52-9d8d-62db923b9ac3,anthropic,claude-haiku-4-5-20251001,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,4,83.0,400.0,0.2075,end_turn,,False,False,False
BA2,1977,0c61c29f-ed9d-432d-b3a0-a10fc8c79b99,anthropic,claude-sonnet-4-6,poem_write_10,write a poem in fewer than 10 lines.,10.0,71,69.0,400.0,0.1725,end_turn,,False,False,False
BA2,1978,7b0f98a1-b311-4783-9eba-baeda266514d,openai,gpt-5.4-nano,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,28,43.0,400.0,0.1075,,completed,False,False,False
BA2,1979,e44e6ef1-1e2f-499a-aad7-2a7233365bf2,openai,gpt-5.4,poem_write_10,write a poem in fewer than 10 lines.,10.0,77,72.0,400.0,0.18,,completed,False,False,False
BA2,1980,65314362-5b2f-4592-a327-f822e8f44cca,openai,gpt-5.4-nano,poem_write_10,write a poem in fewer than 10 lines.,10.0,60,79.0,400.0,0.1975,,completed,False,False,False
BA2,1981,db03ed1a-3178-4823-8b2a-3dc57084629f,openai,gpt-5.4-mini,poem_write_5,write a poem in fewer than 5 lines.,5.0,61,36.0,400.0,0.09,,completed,False,False,False
BA2,1982,4f667f56-09f1-4cfc-b42d-ed8676499c7b,anthropic,claude-sonnet-4-6,poem_write_20,write a poem in fewer than 20 lines.,20.0,26,91.0,400.0,0.2275,end_turn,,False,False,False
BA2,1983,a7eed2b8-08ea-480e-805c-ebd8953c0ef9,openai,gpt-5.4-mini,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,23,69.0,400.0,0.1725,,completed,False,False,False
BA2,1984,9a710534-8442-4e54-932c-089c3b6fa792,anthropic,claude-haiku-4-5-20251001,poem_write_20,write a poem in fewer than 20 lines.,20.0,41,73.0,400.0,0.1825,end_turn,,False,False,False
BA2,1985,b3c8faab-75d5-4dd3-a712-462280a4e8fc,anthropic,claude-sonnet-4-6,poem_gimme_20,gimme a poem in fewer than 20 lines.,20.0,78,99.0,400.0,0.2475,end_turn,,False,False,False
BA2,1986,a830d92b-2b77-4489-857a-7c85e79a88a2,openai,gpt-5.4-mini,poem_write_20,write a poem in fewer than 20 lines.,20.0,83,78.0,400.0,0.195,,completed,False,False,False
BA2,1987,77f818a6-cc1c-4069-961a-004cd354b5b1,openai,gpt-5.4-nano,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,38,60.0,400.0,0.15,,completed,False,False,False
BA2,1988,226156e6-3361-464e-aed7-45af19efa2c6,anthropic,claude-sonnet-4-6,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,52,54.0,400.0,0.135,end_turn,,False,False,False
BA2,1989,d33aa468-e29f-466c-966e-789a9d546691,openai,gpt-5.4-nano,poem_gimme_5,gimme a poem in fewer than 5 lines.,5.0,84,45.0,400.0,0.1125,,completed,False,False,False
BA2,1990,2d2f5f82-272c-4799-9d36-f9e6a131f044,anthropic,claude-sonnet-4-6,poem_write_10,write a poem in fewer than 10 lines.,10.0,91,52.0,400.0,0.13,end_turn,,False,False,False
BA2,1991,147194a5-e44f-46b6-877d-039475078f59,openai,gpt-5.4,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,69,76.0,400.0,0.19,,completed,False,False,False
BA2,1992,711d274b-8f01-479e-8e3a-c213a0a09c92,openai,gpt-5.4-mini,poem_compose_20,compose a poem in fewer than 20 lines.,20.0,27,87.0,400.0,0.2175,,completed,False,False,False
BA2,1993,024c66f0-3fc7-44e8-8ade-39128d633e41,openai,gpt-5.4,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,3,76.0,400.0,0.19,,completed,False,False,False
BA2,1994,692a7d09-9bfe-4dc8-aa8e-b6e7de9e558d,openai,gpt-5.4-nano,poem_gimme_10,gimme a poem in fewer than 10 lines.,10.0,71,73.0,400.0,0.1825,,completed,False,False,False
BA2,1995,b91c84ed-9d7a-41ac-b6b9-4ab7b3b329c6,openai,gpt-5.4-nano,poem_compose_10,compose a poem in fewer than 10 lines.,10.0,85,81.0,400.0,0.2025,,completed,False,False,False
BA2,1996,e57f46c7-4932-4515-8ab3-ec2197457039,openai,gpt-5.4,poem_write_5,write a poem in fewer than 5 lines.,5.0,74,33.0,400.0,0.0825,,completed,False,False,False
BA2,1997,a221efd9-2dd0-4ab9-9144-217caf4c9ac5,openai,gpt-5.4-nano,poem_write_20,write a poem in fewer than 20 lines.,20.0,10,105.0,400.0,0.2625,,completed,False,False,False
BA2,1998,08681763-c25c-4d88-a183-4e738a79746d,anthropic,claude-sonnet-4-6,poem_compose_5,compose a poem in fewer than 5 lines.,5.0,18,45.0,400.0,0.1125,end_turn,,False,False,False
BA2,1999,4a9da2dd-fec9-4798-b851-84184d17f946,anthropic,claude-haiku-4-5-20251001,poem_write_5,write a poem in fewer than 5 lines.,5.0,91,36.0,400.0,0.09,end_turn,,False,False,False
