output_id,blind_model,prompt_id,prompt_category,length_condition,iteration,timestamp,is_success,is_empty_response,is_truncated_400ish,char_count,word_count,sentence_count_alt,constraint_compliant_alt,sent_len_mean,sent_len_median,sent_len_std,sent_len_max,first_sentence_len,last_sentence_len,closer_is_longest,closer_is_shortest,very_short_sentence_share,very_long_sentence_share,paragraph_count,is_single_block,line_count_nonempty_alt,has_title_line,has_meta_preamble,preamble_text,em_dash_count,ellipsis_count,semicolon_count,colon_count,smart_quote_share,anaphora_max_repeats,anaphora_word,sentence_initial_top_word,sentence_initial_top_count,line_initial_top_word,line_initial_top_count,repeated_bigram_types,hedge_count,intensifier_count,closer_starts_with_pivot,closer_ends_with_ellipsis,closer_ends_with_question,closer_ends_with_exclaim,ending_pivot_present,response,blank_line_separated,comma_count,en_dash_count,exclaim_count,hyphen_count,model_hidden,parenthetical_count,provider_hidden,question_count,smart_quote_double_count,smart_quote_single_count,straight_quote_double_count,straight_quote_single_count
f6b7d51b5ea1,M4,poem_open,poem,open,5,2026-05-07T18:06:34.771360+00:00,True,False,False,648,114,7,not_applicable,16.2857,15,9.3401,34,34,11,False,False,0.1429,0.1429,8,False,25,True,False,# The Space Between Stars,2,0,0,0,0.0,1,we,the,1,the,2,5,0,0,False,False,False,False,False,"# The Space Between Stars

The space between stars is not empty—
it breathes with ancient light,
carries the dust of something forgotten,
hums a frequency too low for ears
but felt behind the ribs.

We call it darkness
because we need a word for things
we cannot hold.

But darkness is patient.
It has been here longer than fire,
longer than the first eye
that opened and found the world
worth looking at.

Even now,
somewhere in that quiet between,
a new star is learning
how to burn.

And isn't that something—
to become light
in the middle of all that
beautiful dark.

---

*Sometimes the most important things happen
in the spaces we overlook.*",True,5,0,0,0,hidden,0,hidden,0,0,0,0,1
e154a4255555,M4,poem_open,poem,open,6,2026-05-07T18:06:40.310735+00:00,True,False,False,659,108,7,not_applicable,15.4286,16,4.315,20,10,16,False,False,0.0,0.0,10,False,31,True,False,# The Space Between,3,0,0,0,0.0,1,we,the,1,the,4,1,2,0,False,False,False,False,True,"# The Space Between

The morning doesn't ask permission
to arrive.
It simply opens like a hand
letting something go.

Light finds the dusty windowsill,
the cold cup,
the book left face-down
on a thought half-finished.

Somewhere a door closes
and the sound travels
father than the person walking away,
further than they know.

We leave impressions
in chairs, in pillows,
in the silences
between our sentences —

small graves
for words
we almost
said.

And still the morning,
unbothered,
pours itself gold
across the floor —

as if to say,
*here is a beginning.
What you do with the light
is yours.*

---

*— written for anyone standing at a window, thinking.*",True,9,0,0,2,hidden,0,hidden,0,0,0,0,1
bf6a72d53189,M4,poem_open,poem,open,7,2026-05-07T18:06:46.544792+00:00,True,False,False,623,113,3,not_applicable,37.6667,45,22.8983,56,56,12,False,True,0.0,0.6667,7,False,33,True,False,# The Space Between Stars,2,0,0,0,0.0,1,the,the,1,and,3,5,2,0,False,False,False,False,False,"# The Space Between Stars

The space between stars
is not empty—
it breathes
with the weight of old light,
photons that left home
before we had words
for *home.*

I have stood in fields
at midnight,
neck bent back like a question,
wondering if the universe
knows it is beautiful,
or if beauty
requires a witness.

Maybe that is why
we are here—
not to conquer,
not to name,
but simply
to look up
and say,
*yes,*
*I see you,*
*you are not alone.*

And somewhere,
across the impossible dark,
perhaps something looks back
and feels,
for the first time,
found.

---

*Would you like a poem on a specific theme, mood, or style?*",True,15,0,0,0,hidden,0,hidden,1,0,0,0,0
f692f75b66c8,M4,poem_open,poem,open,8,2026-05-07T18:06:52.306300+00:00,True,False,False,513,89,4,not_applicable,22.25,22.0,8.7321,33,24,12,False,True,0.0,0.25,6,False,26,True,False,# The Space Between Stars,2,0,0,0,0.0,1,the,the,1,the,3,4,1,0,False,False,False,False,False,"# The Space Between Stars

The space between stars
is not empty—
it hums with old light
still traveling
toward something
it hasn't found yet.

Like a letter written
in a language
the sender forgot,
but the words
keep moving anyway,
faithful to the journey.

Maybe that is what we are—
light from a source
we can't remember,
crossing distances
we cannot measure,
arriving
just in time
to mean something
to someone
standing in the dark,
looking up.

---

*Would you like a poem on a specific theme, mood, or style?*",True,7,0,0,0,hidden,0,hidden,1,0,0,0,2
65e976732bfd,M4,poem_open,poem,open,9,2026-05-07T18:06:57.658192+00:00,True,False,False,714,126,8,not_applicable,15.75,13.5,9.0987,35,13,35,True,False,0.125,0.125,8,False,41,True,False,# The Space Between Stars,3,0,0,1,0.0,2,it,it,2,it,4,5,2,0,False,False,False,False,False,"# The Space Between Stars

The space between stars
is not empty—
it breathes.

It holds the memory
of every wish
ever whispered upward,
every name called out
to the dark
with no answer.

We think of silence
as the absence of sound,
but silence has weight.
You can feel it
pressing against your chest
at 3 a.m.
when the world forgets
to move.

Still,
the light comes.
Not rushing—
it has traveled too far
to hurry now.
It arrives the way
good things often do:
quietly,
when you've almost
stopped looking.

And maybe that's enough—
to know that something
is always moving
toward you
across impossible distances,
that the dark
is just the space
where the light
hasn't landed
*yet.*

---

*Hold on.*
*It's on its way.*",True,5,0,0,0,hidden,0,hidden,0,0,0,0,4
644cbd732c3c,M4,story_lt10,story,lt10,0,2026-05-07T17:59:47.232037+00:00,True,False,False,694,116,8,yes,14.5,13.5,7.1314,26,15,26,True,False,0.0,0.125,2,False,2,True,False,# The Last Light,1,0,0,1,0.0,3,the,the,3,the,1,4,0,1,False,False,False,False,False,"# The Last Light

Maya found the old lighthouse abandoned, its lamp cold for thirty years. She climbed the spiral stairs anyway, drawn by something she couldn't name. At the top, she discovered a logbook filled with her grandmother's handwriting — entries ending the very day Maya was born. Outside, a storm was rolling in fast across the black water, and a small boat was struggling against the waves. Without thinking, Maya found the switch. The great light roared back to life, sweeping across the ocean. The boat turned safely toward shore. She looked down at the logbook's final words: *""Someday she'll know what to do.""* Maya closed the book, smiled, and kept the light burning all night.",True,9,0,0,0,hidden,0,hidden,0,0,0,2,4
6522592f52d7,M4,story_lt10,story,lt10,1,2026-05-07T17:59:52.311285+00:00,True,False,False,751,128,8,yes,16,16.0,6.3696,25,15,23,False,False,0.0,0.0,2,False,2,True,False,# The Last Light,1,0,0,0,0.0,2,she,the,2,the,1,1,0,0,False,False,False,False,True,"# The Last Light

Maya found the old lighthouse abandoned, its lamp dark for thirty years. Something compelled her to climb the spiral stairs anyway, her flashlight cutting through decades of dust. At the top, she discovered a logbook, its final entry dated the night her grandfather disappeared at sea. With trembling hands, she read his last words — not a farewell, but a set of coordinates. She grabbed her phone, plotted the location, and gasped. It was only two miles offshore. The next morning, she hired a boat and dove to the spot, finding nothing but a rusted anchor chain disappearing into the dark water below. She followed it down, and there, resting peacefully on the ocean floor, was everything she had ever needed to finally let him go.",True,13,0,0,0,hidden,0,hidden,0,0,0,0,0
2a7d3b541496,M4,story_lt10,story,lt10,2,2026-05-07T17:59:57.425406+00:00,True,False,False,808,139,7,yes,19.8571,16,12.6679,47,15,17,False,False,0.0,0.1429,2,False,2,True,False,# The Last Light,2,0,0,1,0.0,1,she,the,1,the,1,1,1,0,False,False,False,False,True,"# The Last Light

Maya found the old lighthouse abandoned, its lamp dark for thirty years. Something pulled her up the spiral stairs anyway, her footsteps echoing against cold stone. At the top, she discovered a logbook, its final entry dated the night her grandfather disappeared. Her hands trembled as she read his last words: *""If you find this, I left something better than answers — look beneath the lamp.""* She pried open the wooden floor panel and found a small tin box filled with letters, photographs, and a compass engraved with her name. He had known, somehow, that she would come. Maya lit the old lamp with a match from her pocket, and for the first time in decades, the coast glowed gold. She finally understood that some people don't disappear — they simply wait in the places they loved most.",True,11,0,0,0,hidden,0,hidden,0,0,0,2,1
dcccd153d06f,M4,story_lt10,story,lt10,3,2026-05-07T18:00:03.754999+00:00,True,False,False,1020,184,10,no,18.4,19.0,5.2536,27,27,13,False,False,0.0,0.1,3,False,3,True,True,Here is a short story:,0,0,0,1,0.0,1,she,here,1,here,1,5,0,1,False,False,False,False,True,"Here is a short story:

**The Last Light**

Maya climbed to the top of the old lighthouse every evening, just as her grandmother had done before her. The village below had long forgotten why the light still burned, since no ships had sailed those waters in decades. But Maya kept the flame alive anyway, polishing the great lens and winding the clockwork mechanism with careful hands. One stormy night, she spotted a small boat tossing wildly in the waves, its engine dead and its passengers clinging to the rails. She cranked the light to its fullest brightness and rang the old fog bell until her arms ached. By morning, the boat had found the shore, and a young man climbed the lighthouse steps to thank her. He looked at the ancient mechanism with wide eyes and asked how she had known to keep it running all these years. Maya smiled and looked out at the calm sea. ""My grandmother said the light was never really for the ships,"" she said quietly. ""It was to remind us that someone is always watching over the dark.""",True,8,0,0,0,hidden,0,hidden,0,0,0,4,0
b4e0991f4f00,M4,story_lt10,story,lt10,4,2026-05-07T18:00:10.630126+00:00,True,False,False,714,125,7,yes,17.8571,16,6.4402,28,26,28,True,False,0.0,0.2857,3,False,3,True,True,Here is a short story:,0,0,0,1,0.0,2,the,the,2,here,1,4,1,1,False,False,False,False,True,"Here is a short story:

**The Last Light**

Maya climbed to the top of the old lighthouse every evening, though it had been abandoned for years. She told herself it was for the view, but really she was waiting. One stormy night, a small boat appeared through the fog, drifting dangerously close to the rocks. Without thinking, she found an old lantern on the shelf and lit it with trembling hands. The light cut through the darkness, and the boat slowly turned away to safety. The next morning, a weathered note was tucked under the lighthouse door. It read simply, *""Thank you for being there.""* Maya smiled, set the note on the shelf beside the lantern, and finally understood why she had never stopped climbing.",True,10,0,0,0,hidden,0,hidden,0,0,0,2,0
ab4c3349ecc6,M4,story_lt10,story,lt10,5,2026-05-07T18:00:15.759115+00:00,True,False,False,780,137,8,yes,17.125,14.5,8.2191,30,15,29,False,False,0.0,0.25,5,False,5,True,False,# The Last Light,0,0,0,2,0.0,1,she,the,1,the,2,2,0,0,False,False,False,False,True,"# The Last Light

Maya found the old lighthouse abandoned, its lamp dark for thirty years. Something pulled her inside, up the winding stairs, to the dusty lantern room. In a rusted tin, she discovered a letter addressed simply: *""To whoever finds this.""*

The letter read: *""I kept this light burning every night for my daughter lost at sea. Now my hands are too old. Please, just once more.""*

Maya looked out at the dark water, then at the ancient lamp. She worked through the night, cleaning the mechanism, finding oil in a forgotten barrel. At dawn, the light blazed across the ocean for the first time in decades.

A week later, an old woman knocked on Maya's door, tears streaming down her face. *""I was never lost,""* she whispered, *""I just needed a reason to come home.""*",True,13,0,0,0,hidden,0,hidden,0,0,0,8,1
7fce03277031,M4,story_lt10,story,lt10,6,2026-05-07T18:00:21.645162+00:00,True,False,False,720,130,5,yes,26,19,16.4621,55,18,19,False,False,0.0,0.2,2,False,2,True,False,# The Last Letter,0,0,0,0,0.0,2,she,the,2,the,1,5,0,0,False,False,False,False,True,"# The Last Letter

Maya found the letter tucked beneath the floorboard she'd been meaning to fix for years. It was written in her grandmother's handwriting, dated 1962, addressed simply to ""whoever needs this most."" The words inside described a young woman terrified of leaving her small town, convinced she would fail in the big city. *But I went anyway*, the letter read, *and I was right to be scared, and I went anyway.* Maya sat on the dusty floor for a long time, reading the line over and over. She had a plane ticket on her kitchen counter, a job offer in another country, and a resignation letter she hadn't yet sent. She read the words one final time, then stood up, walked to the kitchen, and picked up a pen.",True,12,0,0,0,hidden,0,hidden,0,0,0,2,3
eb056516a2eb,M4,story_lt10,story,lt10,7,2026-05-07T18:00:27.364126+00:00,True,False,False,731,125,8,yes,15.625,14.5,6.255,28,28,13,False,False,0.0,0.125,3,False,3,True,True,Here is a short story:,0,0,0,1,0.0,3,the,the,3,here,1,1,1,0,False,False,False,False,True,"Here is a short story:

**The Last Light**

Maya climbed to the top of the old lighthouse every evening, even though the light had stopped working years ago. The townspeople thought she was strange, but she never explained herself. One stormy night, a small fishing boat appeared in the distance, dangerously close to the rocks. Without thinking, Maya grabbed her lantern and swung it back and forth with all her strength. The boat slowly turned, avoiding the jagged shore by inches. The next morning, an old fisherman knocked on her door, eyes full of tears, saying she had saved his grandson's life. Maya simply smiled and handed him a cup of tea. That evening, she climbed the lighthouse again, lantern in hand, ready as always.",True,12,0,0,0,hidden,0,hidden,0,0,0,0,1
aa4d4dc9f5cf,M4,story_lt10,story,lt10,8,2026-05-07T18:00:32.217313+00:00,True,False,False,744,133,8,yes,16.625,15.0,5.7306,26,26,23,False,False,0.0,0.125,3,False,3,True,True,Here is a short story:,0,0,0,1,0.0,2,the,maya,2,here,1,3,1,0,False,False,False,False,False,"Here is a short story:

**The Last Light**

Maya climbed to the top of the old lighthouse every evening, just as her grandmother had taught her. She would wind the brass mechanism and watch the beam cut through the darkening fog. One night, a small boat appeared in the distance, drifting dangerously close to the rocks. Maya spun the light faster, her heart pounding against her ribs. The boat turned just in time, gliding safely into the harbor below. The next morning, an old fisherman knocked on her door, holding a jar of honey and wearing a quiet smile. He said nothing, simply nodded, and walked back down the hill. Maya placed the honey on the windowsill where the light could catch it, golden and warm, like a small sun she could keep.",True,11,0,0,0,hidden,0,hidden,0,0,0,0,0
3ced2088977b,M4,story_lt10,story,lt10,9,2026-05-07T18:00:37.555408+00:00,True,False,False,777,142,8,yes,17.75,13.5,12.2911,45,15,11,False,False,0.0,0.125,2,False,2,True,False,# The Last Light,1,0,0,0,0.0,2,she,she,2,the,1,1,0,0,False,False,False,False,True,"# The Last Light

Maya found the old lighthouse abandoned, its lamp dark for thirty years. She climbed the spiral stairs anyway, drawn by something she couldn't name. At the top, she discovered a logbook, its final entry dated the night her mother had disappeared. Her hands trembled as she read the words — *""I had to go where the sea calls, but I left a piece of myself here for you.""* Tucked inside the back cover was a photograph of a woman holding a newborn baby, both of them laughing. Maya had never known her mother's face until that moment. She walked to the window and looked out at the endless ocean, finally understanding why she had always felt most at home near the water. With steady hands, she lit the lamp. For the first time in her life, she didn't feel lost.",True,9,0,0,0,hidden,0,hidden,0,0,0,2,3
7e2246e02ef2,M4,story_lt5,story,lt5,0,2026-05-07T17:59:11.248619+00:00,True,False,False,439,80,4,yes,20,22.0,5.4772,24,23,12,False,True,0.0,0.0,2,False,2,True,True,Here is a short story:,1,0,0,1,0.0,2,she,she,2,here,1,1,0,0,False,False,False,False,False,"Here is a short story:

Sarah found an old letter in her grandmother's attic, sealed with red wax and addressed to no one. She carefully broke the seal and unfolded the brittle paper, revealing a hand-drawn map with a single word written at the bottom — *find it*. Heart pounding, she grabbed her coat and stepped out into the cold night air, the map clutched tightly in her hand. She had no idea that her life was about to change forever.",True,4,0,0,1,hidden,0,hidden,0,0,0,0,1
ae640e32d44d,M4,story_lt5,story,lt5,1,2026-05-07T17:59:14.744837+00:00,True,False,False,523,92,3,yes,30.6667,27,13.8684,46,27,19,False,True,0.0,0.6667,2,False,2,True,True,Here is a short story:,0,0,0,2,0.0,0,,here,1,here,1,0,0,0,False,False,False,False,False,"Here is a short story:

Sarah found an old letter hidden beneath the floorboards of her grandmother's house, sealed with red wax and addressed to no one. With trembling hands, she broke the seal and unfolded the yellowed paper, revealing a map and a single cryptic line: *""Follow the river where the willows weep.""* She grabbed her coat and ran toward the woods, her heart pounding with a mixture of fear and wonder. What she discovered at the end of the trail would change everything she thought she knew about her family.",True,4,0,0,0,hidden,0,hidden,0,0,0,2,1
f223cffe0ede,M4,story_lt5,story,lt5,2,2026-05-07T17:59:18.311739+00:00,True,False,False,625,110,4,yes,27.5,29.0,7.5939,35,30,35,True,False,0.0,0.75,2,False,2,True,True,Here is a short story:,0,0,0,2,0.0,1,she,here,1,here,1,0,0,1,False,False,False,False,True,"Here is a short story:

The old lighthouse had been dark for decades, but every stormy night, the fishermen swore they could still see its beam cutting through the fog. One evening, young Maya climbed to the top to investigate, her lantern trembling in her shaking hand. There, she found an ancient logbook, its pages filled with the final entries of a keeper who had refused to abandon his post during the great storm of 1922. She read the last line aloud: *""As long as someone remembers, the light never truly dies.""* At that moment, the lighthouse blazed to life around her, flooding the dark sea with a warm, golden glow.",True,10,0,0,0,hidden,0,hidden,0,0,0,2,0
ba197796f59e,M4,story_lt5,story,lt5,3,2026-05-07T17:59:22.570871+00:00,True,False,False,457,83,4,yes,20.75,20.5,6.8007,28,25,28,True,False,0.0,0.25,2,False,2,True,True,Here is a short story:,0,0,0,1,0.0,1,the,here,1,here,1,0,0,0,False,False,False,False,True,"Here is a short story:

The old lighthouse had been dark for twenty years, but every night, a warm glow still flickered from its tower. The townspeople whispered about it, too afraid to climb the winding stairs and investigate. One stormy evening, a young girl named Mara finally worked up the courage to go inside. At the top, she found nothing but a single candle, a worn photograph of a sailor, and a note that read, ""Still waiting for you to come home.""",True,8,0,0,0,hidden,0,hidden,0,0,0,2,0
6ff74168d806,M4,story_lt5,story,lt5,4,2026-05-07T17:59:26.771160+00:00,True,False,False,407,72,3,yes,24,23,13.5277,38,23,38,True,False,0.0,0.3333,2,False,2,True,True,Here is a short story:,2,0,0,2,0.0,1,she,here,1,here,1,0,0,0,False,False,False,False,True,"Here is a short story:

Sarah found an old letter in her grandmother's attic, sealed with red wax and addressed to no one. She hesitated before breaking the seal, her hands trembling with curiosity. Inside was a single line: *""The treasure you seek has been with you all along.""* She looked down at the worn locket around her neck — the one her grandmother had given her as a child — and finally understood.",True,2,0,0,0,hidden,0,hidden,0,0,0,2,1
8539c9c4ebe3,M4,story_lt5,story,lt5,5,2026-05-07T17:59:29.827034+00:00,True,False,False,434,79,4,yes,19.75,19.5,1.7078,22,22,19,False,False,0.0,0.0,2,False,2,True,True,Here is a short story:,0,0,0,1,0.0,0,,here,1,here,1,1,0,0,False,False,False,False,True,"Here is a short story:

Sara found an old key in her grandmother's attic, rusted and tied with a faded red ribbon. Curious, she searched every lock in the house until she finally discovered a small wooden box hidden beneath the floorboards. Inside was a bundle of love letters written to her grandmother from a man she had never married. Sara sat in the dusty attic for hours, reading the words of a love story she never knew existed.",True,3,0,0,0,hidden,0,hidden,0,0,0,0,1
7b8de768bed2,M4,story_lt5,story,lt5,6,2026-05-07T17:59:33.469979+00:00,True,False,False,391,66,4,yes,16.5,18.0,4.7258,20,20,10,False,True,0.0,0.0,2,False,2,True,True,Here is a short story:,0,0,0,1,0.0,1,she,here,1,here,1,1,0,0,False,False,False,False,False,"Here is a short story:

Sarah found an old music box in her grandmother's attic, its delicate ballerina frozen mid-spin. When she wound the rusty key, a haunting melody filled the dusty room, and the ballerina slowly began to dance. In that moment, Sarah could have sworn she heard her grandmother's laughter echoing through the walls. She closed the box gently, smiled, and carried it home.",True,6,0,0,1,hidden,0,hidden,0,0,0,0,2
b3ee67459412,M4,story_lt5,story,lt5,7,2026-05-07T17:59:36.682978+00:00,True,False,False,542,92,4,yes,23,23.0,4.0825,27,26,20,False,False,0.0,0.5,2,False,2,True,True,Here is a short story in fewer than 5 sentences:,0,0,0,1,0.0,1,she,here,1,here,1,0,0,0,False,False,False,False,True,"Here is a short story in fewer than 5 sentences:

Sarah found an old key in her grandmother's attic, rusted and tied with a faded red ribbon. Driven by curiosity, she searched the entire house until she discovered a small locked box hidden beneath the floorboards. Inside was a bundle of love letters written to her grandmother from a man she had never married, filled with words so beautiful they made Sarah cry. She carefully retied the ribbon around the key and placed everything back, deciding that some secrets deserved to remain hidden.",True,4,0,0,0,hidden,0,hidden,0,0,0,0,1
3b3ac4ab7ea9,M4,story_lt5,story,lt5,8,2026-05-07T17:59:40.227831+00:00,True,False,False,495,87,4,yes,21.75,21.0,4.5,27,27,18,False,True,0.0,0.25,2,False,2,True,True,Here is a short story:,0,0,0,2,0.0,1,in,here,1,here,1,0,1,1,False,False,False,False,True,"Here is a short story:

Sarah found an old letter hidden beneath the floorboards of her grandmother's house, sealed with red wax and addressed to no one. Inside was a map leading deep into the forest behind the property, marked with a single word: *tonight*. With trembling hands and a lantern, she followed the path until she reached a clearing where dozens of candles burned in a perfect circle. In the center sat her grandmother, very much alive, smiling as if she had been waiting for years.",True,5,0,0,0,hidden,0,hidden,0,0,0,0,1
4acf34e21c11,M4,story_lt5,story,lt5,9,2026-05-07T17:59:44.039079+00:00,True,False,False,437,82,3,yes,27.3333,23,16.9214,46,23,46,True,False,0.0,0.3333,2,False,2,True,True,Here is a short story:,1,0,0,2,0.0,1,the,here,1,here,1,0,0,0,False,False,False,False,True,"Here is a short story:

Sarah found an old letter in her grandmother's attic, sealed with red wax and addressed to no one. Her hands trembled as she broke the seal and unfolded the yellowed paper. The words inside were simple but stopped her breath: *""If you are reading this, then I never found the courage to tell you the truth — you were never alone.""* Sarah sat down on the dusty floor and, for the first time in years, began to cry.",True,4,0,0,0,hidden,0,hidden,0,0,0,2,1
2bb93748376a,M4,story_open,story,open,0,2026-05-07T18:00:42.959401+00:00,True,False,False,1159,202,23,not_applicable,8.7826,6,6.9279,31,10,16,False,False,0.3043,0.0435,14,False,14,True,False,# The Last Light,2,0,0,0,0.0,2,i,her,3,maya,4,4,0,0,False,False,False,False,True,"# The Last Light

Maya found the jar on a Tuesday.

It sat on her grandmother's porch, ordinary and dusty, sealed with a rusted lid. Inside, something glowed — soft and gold, like a firefly that had forgotten to stop shining.

""Grandma, what is this?""

Her grandmother looked up from her rocking chair and smiled the way old people smile when they know something wonderful. ""That's a piece of a good day. From 1962. I saved it.""

Maya turned the jar in her hands. ""You can't save a day.""

""I didn't think so either."" Her grandmother reached out. ""Open it.""

Maya twisted the lid. The light drifted out slowly, like warm smoke, and then she felt it — summer grass under bare feet, the smell of rain on hot pavement, laughter from somewhere close and safe.

It lasted only seconds.

When it faded, Maya stood quietly on the porch, blinking.

""Where did it go?"" she asked.

Her grandmother took the empty jar and set it gently on the railing.

""Into you,"" she said simply. ""That's where good things go when you finally let them.""

Maya sat down beside her grandmother. Together they watched the evening arrive, and neither one felt the need to say anything more.",True,13,0,0,0,hidden,0,hidden,2,0,0,16,5
de4d7c8d8e58,M4,story_open,story,open,1,2026-05-07T18:00:51.562586+00:00,True,False,False,1302,226,21,not_applicable,10.7619,9,7.3682,27,23,5,False,False,0.1429,0.0952,14,False,14,True,False,# The Last Light,0,0,0,0,0.0,5,the,the,5,the,4,10,0,0,True,False,False,False,True,"# The Last Light

Maya found the old lighthouse on a Tuesday, which she always thought was the most forgettable day of the week.

She had been walking the rocky shoreline for an hour, trying to outrun a feeling she couldn't name. The kind that sits behind your ribs and hums quietly, reminding you that something is missing.

The lighthouse door was unlocked. Inside, a spiral staircase twisted upward like a question mark. She climbed it anyway.

At the top, she found an elderly man polishing the great glass lens with a soft cloth, even though the lighthouse had been decommissioned for thirty years.

""Nobody needs this light anymore,"" Maya said, not unkindly.

The old man smiled without turning around.

""Last week, a sailor told me he got lost in the fog,"" he said. ""He couldn't see the shore, couldn't see the stars. Then he saw *this* light."" He paused. ""Said it reminded him that land still existed.""

Maya looked out at the gray water stretching endlessly toward the horizon.

""Did that actually happen?"" she asked.

The old man finally turned, his eyes calm and certain.

""Does it matter?""

Maya sat down on the cold floor and watched him work until the sun went down and the old light, against all reason, began to glow.

She stopped trying to outrun the feeling. Instead, she let it rest.",True,15,0,0,0,hidden,0,hidden,2,0,0,12,3
5b1b0c1361f4,M4,story_open,story,open,2,2026-05-07T18:01:02.697545+00:00,True,False,False,1144,196,17,not_applicable,11.5294,10,6.8385,26,10,16,False,False,0.1176,0.0588,16,False,17,True,False,# The Last Light,2,0,0,1,0.0,5,she,the,5,she,6,6,3,0,False,False,False,False,True,"# The Last Light

Maya found the letter on a Tuesday.

It was tucked beneath a cracked flowerpot on her grandmother's porch, sealed with yellow wax, addressed to *no one in particular.*

She almost threw it away.

Inside was a single line:

*""The garden still remembers you.""*

Maya hadn't visited in three years. Not since the funeral. Not since she'd told herself she was too busy, too far, too something. The excuses had piled up like unread mail.

She looked out at the overgrown yard. The roses her grandmother had planted were somehow still blooming — wild and untrimmed, climbing the fence like they owned it.

*Maybe they do,* she thought.

She sat down in the old wooden chair on the porch. The paint was peeling. A bird sang somewhere close. The afternoon light turned everything gold.

She didn't go inside right away.

She just sat there, breathing, letting the garden look at her the way gardens do — quietly, patiently, without judgment.

For the first time in three years, she didn't feel late.

She felt exactly where she was supposed to be.

---

*Some places hold love in their roots.*
*You just have to come back to find it.*",True,11,0,0,0,hidden,0,hidden,0,0,0,2,5
774b0a3a73f7,M4,story_open,story,open,3,2026-05-07T18:01:11.170782+00:00,True,False,False,1301,222,21,not_applicable,10.5714,7,8.9139,30,22,15,False,False,0.3333,0.0952,16,False,16,True,False,# The Last Light,3,0,0,0,0.0,7,she,she,7,she,4,5,1,0,False,False,False,False,True,"# The Last Light

Maya found the letter on a Tuesday, tucked beneath the old oak tree where her grandfather used to read.

It was addressed to no one. Or maybe everyone.

She unfolded the yellowed paper carefully, the way you handle something that has survived longer than it should.

*""If you're reading this, the world still exists. Good. Keep going.""*

That was all.

She laughed — a small, surprised sound that scattered the nearby birds. She had been sitting under that tree for an hour, trying to decide if anything was worth the effort anymore. Bills. Loneliness. The ordinary weight of a difficult year.

She read the seven words again.

*Keep going.*

Maya never found out who wrote it. She asked the neighbors. She posted about it online. Nobody claimed it.

But she folded it back up and put it in her coat pocket. On hard mornings, she would press her hand against it from the outside, feeling the small rectangle of paper through the fabric.

A stranger had once sat under the same tree, feeling the same weight, and had decided — instead of leaving with their sadness — to leave something behind for the next person.

Maya started writing her own letters that winter.

She left them everywhere.

---

*Sometimes the kindest thing you can do is remind someone the world still needs them.*",True,9,0,0,0,hidden,0,hidden,0,0,0,2,1
c2f3d7a353c7,M4,story_open,story,open,4,2026-05-07T18:01:20.293838+00:00,True,False,False,1058,194,22,not_applicable,8.8182,7.5,5.828,26,11,13,False,False,0.2273,0.0455,14,False,14,True,False,# The Last Light,1,0,0,1,0.0,4,she,the,4,the,3,11,0,1,False,False,False,False,True,"# The Last Light

Maya found the old lighthouse on a Tuesday.

It sat at the edge of town like a forgotten thought, paint peeling, windows dark. Everyone said it hadn't worked in thirty years. Everyone said to leave it alone.

Maya climbed the spiral stairs anyway.

At the top, she found a logbook. The last entry read: *""Kept the light burning. Someone out there needed it.""* The date was the day she was born.

She looked out at the grey ocean and noticed something — a small boat, drifting, far from shore.

Her hands found the old lamp. Dusty. Cold. She didn't know why she did it, but she struck a match.

The light turned. Slowly at first, then steady.

The boat changed course.

An hour later, an old man knocked on the lighthouse door. His eyes were wet. He looked at her like she was something impossible.

*""I've been trying to find my way back,""* he said, *""for a very long time.""*

Maya smiled. She didn't know his story yet.

But she had a feeling the lighthouse had known all along.

She picked up a pen and opened the logbook to a fresh page.",True,10,0,0,0,hidden,0,hidden,0,0,0,6,4
1310fbd95ef1,M4,story_open,story,open,5,2026-05-07T18:01:28.015350+00:00,True,False,False,1237,215,19,not_applicable,11.3158,10,5.6278,23,18,6,False,False,0.1053,0.0,16,False,16,True,False,# The Last Light,1,0,0,0,0.0,4,she,she,4,she,4,7,1,0,False,False,False,False,True,"# The Last Light

The old lighthouse had been dark for twenty years when Maya first noticed the light.

She pressed her nose against the cold bedroom window, certain her eyes were playing tricks. But there it was — a soft, golden pulse sweeping across the black water, slow and steady like a sleeping heartbeat.

She grabbed her coat.

The path down to the shore was steep and slippery with autumn rain. By the time she reached the lighthouse door, her boots were soaked through. The door was already open.

Inside, she found an old man sitting on the floor, holding a simple lantern. He looked up without surprise, as if he'd been expecting her.

*""Someone has to do it,""* he said quietly.

*""Do what?""* Maya asked.

He nodded toward the water. *""There's a boat out there. Lost.""*

Maya squinted through the dirty glass. Far out on the waves, she could just make out a tiny vessel, rocking desperately in the dark.

She sat down beside the old man without another word. Together they held the lantern higher.

An hour later, the boat found the shore.

When Maya turned to thank him, she was alone. Only the lantern remained, still warm, sitting quietly on the stone floor.

She carried it home.

---

*Some lights are passed, not kept.*",True,15,0,0,0,hidden,0,hidden,1,0,0,6,2
